Service Year,OMH Region Code,OMH Region Label,County Label,Age Group,Rate Code Group,Medicaid Enrollee Count by County,Count of Recipients by Rate Code Group and County,Units Total,Paid Claim Total
2015,3,HUDSON RIVER,WASHINGTON,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,8854,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,ADULT,PSYCH INPATIENT 28,8854,144,1210,658551
2015,3,HUDSON RIVER,WASHINGTON,ADULT,PSYCH INPATIENT 31,8854,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",8854,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,CHILD,OMH LICENSED CLINIC TREATMENT,6108,506,4920,649089
2015,3,HUDSON RIVER,WASHINGTON,CHILD,COMMUNITY RESIDENCE,6108,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),6108,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,CHILD,MH EMERGENCY,6108,183,263,41536
2015,3,HUDSON RIVER,WASHINGTON,CHILD,OMH CHILDREN'S DAY TREATMENT,6108,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,CHILD,PARTIAL HOSPITALIZATION,6108,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,CHILD,PSYCH INPATIENT 28,6108,52,210,170866
2015,3,HUDSON RIVER,WASHINGTON,CHILD,PSYCH INPATIENT 31,6108,54,848,749768
2015,3,HUDSON RIVER,WASHINGTON,CHILD,PSYCH INPATIENT SPC,6108,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",6108,29,205,129015
2015,3,HUDSON RIVER,WASHINGTON,SENIOR,OMH LICENSED CLINIC TREATMENT,1341,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,SENIOR,CONTINUING DAY TREATMENT,1341,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,SENIOR,MH EMERGENCY,1341,0,0,0
2015,3,HUDSON RIVER,WASHINGTON,SENIOR,PSYCH INPATIENT 28,1341,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,ASSERTIVE COMMUNITY TREATMENT,109335,236,1806,2594741
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,OMH LICENSED CLINIC TREATMENT,109335,8440,123436,13969345
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,COMMUNITY RESIDENCE,109335,312,2790,7839758
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",109335,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",109335,62,81,62624
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,CONTINUING DAY TREATMENT,109335,51,5666,261868
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,MH EMERGENCY,109335,2766,4963,804065
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,OMH PREPAID MENTAL HEALTH PLAN,109335,700,7217,6581904
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,PARTIAL HOSPITALIZATION,109335,312,3156,426478
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,109335,509,3224,3000022
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,PSYCH INPATIENT 28,109335,1710,45639,28834500
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,PSYCH INPATIENT 31,109335,27,330,259266
2015,3,HUDSON RIVER,WESTCHESTER,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",109335,70,380,214852
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,OMH LICENSED CLINIC TREATMENT,80894,4877,74467,10685599
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,COMMUNITY RESIDENCE,80894,31,198,1908588
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",80894,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),80894,105,600,1549418
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,MH EMERGENCY,80894,843,1240,229944
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,OMH CHILDREN'S DAY TREATMENT,80894,184,16796,3558105
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,PARTIAL HOSPITALIZATION,80894,163,1988,336870
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,PSYCH INPATIENT 28,80894,457,6977,6809363
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,PSYCH INPATIENT 31,80894,189,3380,2959408
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,PSYCH INPATIENT SPC,80894,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,RESIDENTIAL TREATMENT FACILITY,80894,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",80894,78,418,286675
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,ASSERTIVE COMMUNITY TREATMENT,22432,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,OMH LICENSED CLINIC TREATMENT,22432,551,7944,534268
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,COMMUNITY RESIDENCE,22432,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",22432,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,CONTINUING DAY TREATMENT,22432,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,MH EMERGENCY,22432,213,340,13865
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,OMH PREPAID MENTAL HEALTH PLAN,22432,138,1295,1181040
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,PARTIAL HOSPITALIZATION,22432,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,22432,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,PSYCH INPATIENT 28,22432,107,2871,1052242
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,PSYCH INPATIENT 31,22432,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,PSYCH INPATIENT SPC,22432,0,0,0
2015,3,HUDSON RIVER,WESTCHESTER,SENIOR,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",22432,0,0,0
2015,5,LONG ISLAND,NASSAU,ADULT,ASSERTIVE COMMUNITY TREATMENT,140831,232,2005,2859010
2015,5,LONG ISLAND,NASSAU,ADULT,OMH LICENSED CLINIC TREATMENT,140831,7138,85659,9231427
2015,5,LONG ISLAND,NASSAU,ADULT,COMMUNITY RESIDENCE,140831,509,4791,17415032
2015,5,LONG ISLAND,NASSAU,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",140831,94,171,104663
2015,5,LONG ISLAND,NASSAU,ADULT,CONTINUING DAY TREATMENT,140831,0,0,0
2015,5,LONG ISLAND,NASSAU,ADULT,INTENSIVE PSYCHIATRIC REHABILITATION TREATMENT,140831,0,0,0
2015,5,LONG ISLAND,NASSAU,ADULT,MH EMERGENCY,140831,3361,6069,1015294
2015,5,LONG ISLAND,NASSAU,ADULT,OMH PREPAID MENTAL HEALTH PLAN,140831,22,171,155952
2015,5,LONG ISLAND,NASSAU,ADULT,PARTIAL HOSPITALIZATION,140831,249,3565,405778
2015,5,LONG ISLAND,NASSAU,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,140831,833,7068,6071803
2015,5,LONG ISLAND,NASSAU,ADULT,PSYCH INPATIENT 28,140831,2047,46317,28681169
2015,5,LONG ISLAND,NASSAU,ADULT,PSYCH INPATIENT 31,140831,88,848,809272
2015,5,LONG ISLAND,NASSAU,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",140831,71,602,611632
2015,5,LONG ISLAND,NASSAU,CHILD,OMH LICENSED CLINIC TREATMENT,91852,2938,29727,3969914
2015,5,LONG ISLAND,NASSAU,CHILD,COMMUNITY RESIDENCE,91852,39,238,2033650
2015,5,LONG ISLAND,NASSAU,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",91852,0,0,0
2015,5,LONG ISLAND,NASSAU,CHILD,FAMILY BASED TREATMENT/TEACHING FAMILY HOME,91852,0,0,0
2015,1,WESTERN NY,GENESEE,CHILD,PSYCH INPATIENT 28,4366,0,0,0
2015,5,LONG ISLAND,NASSAU,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),91852,198,1240,3291471
2015,5,LONG ISLAND,NASSAU,CHILD,MH EMERGENCY,91852,1014,1582,320029
2015,5,LONG ISLAND,NASSAU,CHILD,OMH CHILDREN'S DAY TREATMENT,91852,58,3205,1215788
2015,5,LONG ISLAND,NASSAU,CHILD,PARTIAL HOSPITALIZATION,91852,69,825,141302
2015,5,LONG ISLAND,NASSAU,CHILD,PSYCH INPATIENT 28,91852,301,4430,4092990
2015,5,LONG ISLAND,NASSAU,CHILD,PSYCH INPATIENT 31,91852,151,2207,2148804
2015,5,LONG ISLAND,NASSAU,CHILD,PSYCH INPATIENT SPC,91852,0,0,0
2015,5,LONG ISLAND,NASSAU,CHILD,RESIDENTIAL TREATMENT FACILITY,91852,0,0,0
2015,5,LONG ISLAND,NASSAU,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",91852,47,237,164103
2015,5,LONG ISLAND,NASSAU,SENIOR,ASSERTIVE COMMUNITY TREATMENT,32137,0,0,0
2015,5,LONG ISLAND,NASSAU,SENIOR,OMH LICENSED CLINIC TREATMENT,32137,525,4652,407071
2015,5,LONG ISLAND,NASSAU,SENIOR,COMMUNITY RESIDENCE,32137,24,206,758937
2015,5,LONG ISLAND,NASSAU,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",32137,0,0,0
2015,5,LONG ISLAND,NASSAU,SENIOR,CONTINUING DAY TREATMENT,32137,0,0,0
2015,5,LONG ISLAND,NASSAU,SENIOR,MH EMERGENCY,32137,225,314,19174
2015,5,LONG ISLAND,NASSAU,SENIOR,OMH PREPAID MENTAL HEALTH PLAN,32137,0,0,0
2015,5,LONG ISLAND,NASSAU,SENIOR,PARTIAL HOSPITALIZATION,32137,0,0,0
2015,5,LONG ISLAND,NASSAU,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,32137,35,308,256583
2015,5,LONG ISLAND,NASSAU,SENIOR,PSYCH INPATIENT 28,32137,125,3565,767628
2015,5,LONG ISLAND,NASSAU,SENIOR,PSYCH INPATIENT 31,32137,0,0,0
2015,5,LONG ISLAND,NASSAU,SENIOR,PSYCH INPATIENT SPC,32137,0,0,0
2015,5,LONG ISLAND,NASSAU,SENIOR,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",32137,0,0,0
2015,5,LONG ISLAND,SUFFOLK,ADULT,ASSERTIVE COMMUNITY TREATMENT,166769,416,4023,6069280
2015,5,LONG ISLAND,SUFFOLK,ADULT,OMH LICENSED CLINIC TREATMENT,166769,7590,85182,9513374
2015,5,LONG ISLAND,SUFFOLK,ADULT,COMMUNITY RESIDENCE,166769,661,6143,22861996
2015,5,LONG ISLAND,SUFFOLK,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",166769,604,1053,420758
2015,5,LONG ISLAND,SUFFOLK,ADULT,CONTINUING DAY TREATMENT,166769,0,0,0
2015,5,LONG ISLAND,SUFFOLK,ADULT,MH EMERGENCY,166769,4822,9237,1692650
2015,5,LONG ISLAND,SUFFOLK,ADULT,OMH PREPAID MENTAL HEALTH PLAN,166769,848,8194,7472928
2015,5,LONG ISLAND,SUFFOLK,ADULT,PARTIAL HOSPITALIZATION,166769,224,2721,348196
2015,5,LONG ISLAND,SUFFOLK,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,166769,1964,15726,14163274
2015,5,LONG ISLAND,SUFFOLK,ADULT,PSYCH INPATIENT 28,166769,2349,38977,26641507
2015,5,LONG ISLAND,SUFFOLK,ADULT,PSYCH INPATIENT 31,166769,443,3910,3764765
2015,5,LONG ISLAND,SUFFOLK,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",166769,144,1063,921032
2015,5,LONG ISLAND,SUFFOLK,CHILD,OMH LICENSED CLINIC TREATMENT,120127,3112,32817,4428071
2015,5,LONG ISLAND,SUFFOLK,CHILD,COMMUNITY RESIDENCE,120127,63,384,3404867
2015,5,LONG ISLAND,SUFFOLK,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",120127,126,169,157870
2015,5,LONG ISLAND,SUFFOLK,CHILD,FAMILY BASED TREATMENT/TEACHING FAMILY HOME,120127,0,0,0
2015,5,LONG ISLAND,SUFFOLK,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),120127,235,1520,4559683
2015,5,LONG ISLAND,SUFFOLK,CHILD,MH EMERGENCY,120127,1424,2341,522804
2015,5,LONG ISLAND,SUFFOLK,CHILD,OMH CHILDREN'S DAY TREATMENT,120127,128,6532,2466048
2015,5,LONG ISLAND,SUFFOLK,CHILD,PARTIAL HOSPITALIZATION,120127,116,1812,295940
2015,5,LONG ISLAND,SUFFOLK,CHILD,PSYCH INPATIENT 28,120127,299,3950,3355363
2015,5,LONG ISLAND,SUFFOLK,CHILD,PSYCH INPATIENT 31,120127,447,6771,5966231
2015,5,LONG ISLAND,SUFFOLK,CHILD,PSYCH INPATIENT SPC,120127,24,1700,2344440
2015,5,LONG ISLAND,SUFFOLK,CHILD,RESIDENTIAL TREATMENT FACILITY,120127,0,0,0
2015,5,LONG ISLAND,SUFFOLK,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",120127,256,1692,889705
2015,5,LONG ISLAND,SUFFOLK,SENIOR,ASSERTIVE COMMUNITY TREATMENT,26355,30,247,377733
2015,5,LONG ISLAND,SUFFOLK,SENIOR,OMH LICENSED CLINIC TREATMENT,26355,357,3573,319511
2015,5,LONG ISLAND,SUFFOLK,SENIOR,COMMUNITY RESIDENCE,26355,43,416,1504598
2015,5,LONG ISLAND,SUFFOLK,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",26355,23,41,2545
2015,5,LONG ISLAND,SUFFOLK,SENIOR,MH EMERGENCY,26355,255,381,13647
2015,5,LONG ISLAND,SUFFOLK,SENIOR,OMH PREPAID MENTAL HEALTH PLAN,26355,158,1506,1373472
2015,5,LONG ISLAND,SUFFOLK,SENIOR,PARTIAL HOSPITALIZATION,26355,0,0,0
2015,5,LONG ISLAND,SUFFOLK,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,26355,63,587,497919
2015,5,LONG ISLAND,SUFFOLK,SENIOR,PSYCH INPATIENT 28,26355,109,2374,823175
2015,5,LONG ISLAND,SUFFOLK,SENIOR,PSYCH INPATIENT 31,26355,55,1569,484585
2015,5,LONG ISLAND,SUFFOLK,SENIOR,PSYCH INPATIENT SPC,26355,0,0,0
2015,5,LONG ISLAND,SUFFOLK,SENIOR,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",26355,27,46,12880
2015,4,NEW YORK CITY,BRONX,ADULT,ASSERTIVE COMMUNITY TREATMENT,427497,633,4729,6287484
2015,4,NEW YORK CITY,BRONX,ADULT,OMH LICENSED CLINIC TREATMENT,427497,43890,416536,52597535
2015,4,NEW YORK CITY,BRONX,ADULT,COMMUNITY RESIDENCE,427497,674,5214,14727882
2015,4,NEW YORK CITY,BRONX,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",427497,23,231,133698
2015,4,NEW YORK CITY,BRONX,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",427497,2485,3780,2630578
2015,4,NEW YORK CITY,BRONX,ADULT,CONTINUING DAY TREATMENT,427497,391,42300,2123940
2015,4,NEW YORK CITY,BRONX,ADULT,INTENSIVE PSYCHIATRIC REHABILITATION TREATMENT,427497,0,0,0
2015,4,NEW YORK CITY,BRONX,ADULT,MH EMERGENCY,427497,9981,18728,3252867
2015,4,NEW YORK CITY,BRONX,ADULT,OMH INTENSIVE OUTPATIENT PROGRAM,427497,0,0,0
2015,4,NEW YORK CITY,BRONX,ADULT,OMH PREPAID MENTAL HEALTH PLAN,427497,484,3532,3221184
2015,4,NEW YORK CITY,BRONX,ADULT,PARTIAL HOSPITALIZATION,427497,153,1957,304417
2015,4,NEW YORK CITY,BRONX,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,427497,1179,8369,7201254
2015,4,NEW YORK CITY,BRONX,ADULT,PSYCH INPATIENT 28,427497,6164,125490,100064053
2015,4,NEW YORK CITY,BRONX,ADULT,PSYCH INPATIENT 31,427497,132,1831,1229389
2015,4,NEW YORK CITY,BRONX,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",427497,227,1391,1410562
2015,4,NEW YORK CITY,BRONX,CHILD,OMH LICENSED CLINIC TREATMENT,336476,23855,229501,32117841
2015,4,NEW YORK CITY,BRONX,CHILD,COMMUNITY RESIDENCE,336476,59,232,2475966
2015,4,NEW YORK CITY,BRONX,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",336476,0,0,0
2015,4,NEW YORK CITY,BRONX,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",336476,902,1341,945747
2015,4,NEW YORK CITY,BRONX,CHILD,FAMILY BASED TREATMENT/TEACHING FAMILY HOME,336476,0,0,0
2015,4,NEW YORK CITY,BRONX,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),336476,324,1886,5287033
2015,4,NEW YORK CITY,BRONX,CHILD,MH EMERGENCY,336476,4547,7052,1314145
2015,4,NEW YORK CITY,BRONX,CHILD,OMH CHILDREN'S DAY TREATMENT,336476,533,51418,6999580
2015,4,NEW YORK CITY,BRONX,CHILD,PARTIAL HOSPITALIZATION,336476,55,765,127785
2015,4,NEW YORK CITY,BRONX,CHILD,PSYCH INPATIENT 28,336476,1283,21160,19922296
2015,4,NEW YORK CITY,BRONX,CHILD,PSYCH INPATIENT 31,336476,697,13405,10408845
2015,4,NEW YORK CITY,BRONX,CHILD,PSYCH INPATIENT SPC,336476,21,2182,3290425
2015,4,NEW YORK CITY,BRONX,CHILD,RESIDENTIAL TREATMENT FACILITY,336476,58,10060,4810936
2015,4,NEW YORK CITY,BRONX,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",336476,618,3814,2424970
2015,4,NEW YORK CITY,BRONX,SENIOR,ASSERTIVE COMMUNITY TREATMENT,79543,43,292,394327
2015,4,NEW YORK CITY,BRONX,SENIOR,OMH LICENSED CLINIC TREATMENT,79543,3522,26120,1975665
2015,4,NEW YORK CITY,BRONX,SENIOR,COMMUNITY RESIDENCE,79543,27,181,505453
2015,4,NEW YORK CITY,BRONX,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",79543,0,0,0
2015,4,NEW YORK CITY,BRONX,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",79543,92,122,36178
2015,4,NEW YORK CITY,BRONX,SENIOR,CONTINUING DAY TREATMENT,79543,31,3355,167004
2015,4,NEW YORK CITY,BRONX,SENIOR,MH EMERGENCY,79543,742,1033,79857
2015,4,NEW YORK CITY,BRONX,SENIOR,OMH PREPAID MENTAL HEALTH PLAN,79543,93,696,634752
2015,4,NEW YORK CITY,BRONX,SENIOR,PARTIAL HOSPITALIZATION,79543,0,0,0
2015,4,NEW YORK CITY,BRONX,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,79543,48,387,362647
2015,4,NEW YORK CITY,BRONX,SENIOR,PSYCH INPATIENT 28,79543,713,12771,4758753
2015,4,NEW YORK CITY,BRONX,SENIOR,PSYCH INPATIENT 31,79543,26,724,308411
2015,4,NEW YORK CITY,BRONX,SENIOR,PSYCH INPATIENT SPC,79543,0,0,0
2015,4,NEW YORK CITY,BRONX,SENIOR,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",79543,0,0,0
2015,4,NEW YORK CITY,KINGS,ADULT,ASSERTIVE COMMUNITY TREATMENT,645012,770,5991,8189221
2015,4,NEW YORK CITY,KINGS,ADULT,OMH LICENSED CLINIC TREATMENT,645012,40427,501105,62150536
2015,4,NEW YORK CITY,KINGS,ADULT,COMMUNITY RESIDENCE,645012,701,5747,16842409
2015,4,NEW YORK CITY,KINGS,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",645012,62,470,401259
2015,4,NEW YORK CITY,KINGS,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",645012,2366,3750,2615422
2015,4,NEW YORK CITY,KINGS,ADULT,CONTINUING DAY TREATMENT,645012,396,35887,2076641
2015,4,NEW YORK CITY,KINGS,ADULT,INTENSIVE PSYCHIATRIC REHABILITATION TREATMENT,645012,36,1914,161268
2015,4,NEW YORK CITY,KINGS,ADULT,MH EMERGENCY,645012,10592,18669,3199918
2015,4,NEW YORK CITY,KINGS,ADULT,OMH PREPAID MENTAL HEALTH PLAN,645012,1308,11377,10375824
2015,4,NEW YORK CITY,KINGS,ADULT,PARTIAL HOSPITALIZATION,645012,295,3863,654671
2015,4,NEW YORK CITY,KINGS,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,645012,1296,9158,8471443
2015,4,NEW YORK CITY,KINGS,ADULT,PSYCH INPATIENT 28,645012,6883,152430,109813231
2015,4,NEW YORK CITY,KINGS,ADULT,PSYCH INPATIENT 31,645012,99,1283,942747
2015,4,NEW YORK CITY,KINGS,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",645012,282,1639,1620917
2015,4,NEW YORK CITY,KINGS,CHILD,OMH LICENSED CLINIC TREATMENT,475813,17431,219189,30463946
2015,4,NEW YORK CITY,KINGS,CHILD,COMMUNITY RESIDENCE,475813,73,383,4212325
2015,4,NEW YORK CITY,KINGS,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",475813,23,142,90911
2015,4,NEW YORK CITY,KINGS,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",475813,759,1034,748952
2015,4,NEW YORK CITY,KINGS,CHILD,FAMILY BASED TREATMENT/TEACHING FAMILY HOME,475813,0,0,0
2015,4,NEW YORK CITY,KINGS,CHILD,HOME AND COMMUNITY BASED SERVICES WAIVER (HCBS),475813,326,1975,5634630
2015,4,NEW YORK CITY,KINGS,CHILD,MH EMERGENCY,475813,3300,4748,812205
2015,4,NEW YORK CITY,KINGS,CHILD,OMH CHILDREN'S DAY TREATMENT,475813,377,32710,4690133
2015,4,NEW YORK CITY,KINGS,CHILD,PARTIAL HOSPITALIZATION,475813,43,500,79896
2015,4,NEW YORK CITY,KINGS,CHILD,PSYCH INPATIENT 28,475813,1308,19699,17886741
2015,4,NEW YORK CITY,KINGS,CHILD,PSYCH INPATIENT 31,475813,248,4919,3836054
2015,4,NEW YORK CITY,KINGS,CHILD,PSYCH INPATIENT SPC,475813,0,0,0
2015,4,NEW YORK CITY,KINGS,CHILD,RESIDENTIAL TREATMENT FACILITY,475813,36,6508,3333194
2015,4,NEW YORK CITY,KINGS,CHILD,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",475813,619,4282,2623350
2015,4,NEW YORK CITY,KINGS,SENIOR,ASSERTIVE COMMUNITY TREATMENT,142545,39,321,430238
2015,4,NEW YORK CITY,KINGS,SENIOR,OMH LICENSED CLINIC TREATMENT,142545,4341,55732,5108658
2015,4,NEW YORK CITY,KINGS,SENIOR,COMMUNITY RESIDENCE,142545,28,230,693677
2015,4,NEW YORK CITY,KINGS,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",142545,0,0,0
2015,4,NEW YORK CITY,KINGS,SENIOR,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",142545,137,201,56957
2015,4,NEW YORK CITY,KINGS,SENIOR,CONTINUING DAY TREATMENT,142545,50,5194,287737
2015,4,NEW YORK CITY,KINGS,SENIOR,MH EMERGENCY,142545,993,1470,69599
2015,4,NEW YORK CITY,KINGS,SENIOR,OMH PREPAID MENTAL HEALTH PLAN,142545,319,3034,2767008
2015,4,NEW YORK CITY,KINGS,SENIOR,PARTIAL HOSPITALIZATION,142545,0,0,0
2015,4,NEW YORK CITY,KINGS,SENIOR,PERSONALIZED RECOVERY ORIENTED SERVICES,142545,58,517,500163
2015,4,NEW YORK CITY,KINGS,SENIOR,PSYCH INPATIENT 28,142545,723,12700,4728836
2015,4,NEW YORK CITY,KINGS,SENIOR,PSYCH INPATIENT 31,142545,0,0,0
2015,4,NEW YORK CITY,KINGS,SENIOR,PSYCH INPATIENT SPC,142545,0,0,0
2015,4,NEW YORK CITY,KINGS,SENIOR,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",142545,24,132,133363
2015,4,NEW YORK CITY,NEW YORK,ADULT,ASSERTIVE COMMUNITY TREATMENT,265869,855,6943,9792710
2015,4,NEW YORK CITY,NEW YORK,ADULT,OMH LICENSED CLINIC TREATMENT,265869,28942,331282,41307198
2015,4,NEW YORK CITY,NEW YORK,ADULT,COMMUNITY RESIDENCE,265869,788,6561,19039254
2015,4,NEW YORK CITY,NEW YORK,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",265869,30,203,150241
2015,4,NEW YORK CITY,NEW YORK,ADULT,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
NON-EOB",265869,2542,4343,3177006
2015,4,NEW YORK CITY,NEW YORK,ADULT,CONTINUING DAY TREATMENT,265869,410,32022,1797972
2015,4,NEW YORK CITY,NEW YORK,ADULT,INTENSIVE PSYCHIATRIC REHABILITATION TREATMENT,265869,0,0,0
2015,4,NEW YORK CITY,NEW YORK,ADULT,MH EMERGENCY,265869,7022,13402,2321538
2015,4,NEW YORK CITY,NEW YORK,ADULT,OMH PREPAID MENTAL HEALTH PLAN,265869,731,5779,5270448
2015,4,NEW YORK CITY,NEW YORK,ADULT,PARTIAL HOSPITALIZATION,265869,73,713,124682
2015,4,NEW YORK CITY,NEW YORK,ADULT,PERSONALIZED RECOVERY ORIENTED SERVICES,265869,994,6862,5520103
2015,4,NEW YORK CITY,NEW YORK,ADULT,PSYCH INPATIENT 28,265869,5462,129109,100071882
2015,4,NEW YORK CITY,NEW YORK,ADULT,PSYCH INPATIENT 31,265869,107,1308,898411
2015,4,NEW YORK CITY,NEW YORK,ADULT,"TARGETED CASE MANAGEMENT (ICM, BCM, SCM)",265869,157,1181,1194484
2015,4,NEW YORK CITY,NEW YORK,CHILD,OMH LICENSED CLINIC TREATMENT,130639,10624,122133,17888942
2015,4,NEW YORK CITY,NEW YORK,CHILD,COMMUNITY RESIDENCE,130639,51,218,2252337
2015,4,NEW YORK CITY,NEW YORK,CHILD,"COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM
 EOB",130639,0,0,0
